n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock,State
4262.00,38.03,2269.06,96.04,512.37,456.82,392.66,405.18,7.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31398.66,%sOxidizer Fill Confirmation
4263.00,43.87,2268.88,96.60,511.60,456.76,392.64,405.18,7.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31398.70,%sOxidizer Fill Confirmation
4264.00,50.07,2269.45,96.60,511.60,456.76,392.64,405.37,7.57,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31398.75,%sOxidizer Fill Confirmation
4265.00,36.01,2269.45,96.31,512.43,456.73,392.67,404.36,7.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31398.79,%sOxidizer Fill Confirmation
4266.00,37.47,2268.60,95.83,511.65,456.54,392.67,404.36,7.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31398.82,%sOxidizer Fill Confirmation
4267.00,39.04,2269.84,95.83,511.65,456.54,392.54,405.52,6.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31398.86,%sOxidizer Fill Confirmation
4268.00,36.14,2269.84,95.61,511.89,457.07,392.51,405.16,8.23,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31398.90,%sOxidizer Fill Confirmation
4269.00,42.02,2268.83,95.39,510.96,456.77,392.28,404.51,7.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31398.94,%sOxidizer Fill Confirmation
4270.00,38.23,2269.63,95.20,510.96,456.77,392.28,404.51,7.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.70,31398.98,%sOxidizer Fill Confirmation
4271.00,35.99,2269.63,95.20,511.70,456.75,392.28,405.04,7.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.02,%sOxidizer Fill Confirmation
4272.00,41.10,2270.03,95.53,511.66,456.85,392.15,405.04,7.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.06,%sOxidizer Fill Confirmation
4273.00,39.89,2269.06,96.09,511.66,456.85,392.15,405.11,7.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31399.10,%sOxidizer Fill Confirmation
4274.00,38.40,2269.06,96.09,511.45,456.76,392.32,405.21,7.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31399.13,%sOxidizer Fill Confirmation
4275.00,36.33,2268.36,96.37,511.68,456.80,392.32,405.21,7.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.71,31399.17,%sOxidizer Fill Confirmation
4276.00,37.97,2269.46,96.27,511.65,456.80,392.16,404.94,7.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.21,%sOxidizer Fill Confirmation
4277.00,36.42,2268.76,96.27,511.65,456.59,392.24,405.20,7.60,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.25,%sOxidizer Fill Confirmation
4278.00,38.09,2268.76,95.79,512.50,457.07,391.83,405.44,7.46,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.28,%sOxidizer Fill Confirmation
4279.00,39.94,2269.37,95.85,511.01,456.52,392.26,405.62,8.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.32,%sOxidizer Fill Confirmation
4280.00,39.26,2269.01,95.21,512.26,456.48,392.35,405.62,8.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.69,31399.36,%sOxidizer Fill Confirmation
4281.00,35.63,2268.84,95.46,511.64,456.78,392.35,405.33,6.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.40,%sOxidizer Fill Confirmation
4282.00,38.67,2268.84,95.46,511.64,456.78,392.50,404.35,7.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.44,%sOxidizer Fill Confirmation
4283.00,36.03,2269.40,95.48,511.30,457.18,392.54,405.21,7.91,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.47,%sOxidizer Fill Confirmation
4284.00,34.48,2268.77,96.08,512.32,457.31,392.48,405.21,7.13,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.51,%sOxidizer Fill Confirmation
4285.00,48.03,2269.22,96.42,512.32,457.31,392.48,404.57,7.13,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31399.56,%sOxidizer Fill Confirmation
4286.00,39.00,2268.99,96.62,511.61,457.07,392.64,405.64,7.69,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.59,%sOxidizer Fill Confirmation
4287.00,38.67,2268.99,96.62,511.76,457.35,392.68,404.40,7.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.63,%sOxidizer Fill Confirmation
4288.00,36.91,2269.62,96.60,511.95,457.06,392.67,405.67,7.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.67,%sOxidizer Fill Confirmation
4289.00,39.57,2269.04,96.09,511.62,456.87,392.86,405.67,7.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.71,%sOxidizer Fill Confirmation
4290.00,47.48,2269.58,96.00,512.42,456.77,392.86,405.26,7.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.75,31399.76,%sOxidizer Fill Confirmation
4291.00,35.92,2268.48,95.50,512.42,456.77,393.05,405.11,7.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.87,-7.73,31399.79,%sOxidizer Fill Confirmation
4292.00,40.17,2268.99,95.50,511.44,457.01,392.97,405.19,7.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31399.83,%sOxidizer Fill Confirmation
4293.00,35.01,2269.47,95.85,512.41,456.90,393.13,405.15,8.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31399.87,%sOxidizer Fill Confirmation
4294.00,37.03,2269.47,95.85,512.01,456.92,393.17,405.15,8.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31399.91,%sOxidizer Fill Confirmation
4295.00,40.95,2268.73,96.36,511.97,456.92,393.17,405.14,7.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31399.95,%sOxidizer Fill Confirmation
4296.00,41.98,2268.80,96.61,511.97,457.15,392.59,405.46,8.13,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31399.99,%sOxidizer Fill Confirmation
4297.00,52.99,2268.80,96.61,511.97,457.09,392.52,405.60,7.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31400.04,%sOxidizer Fill Confirmation
4298.00,37.01,2269.47,96.60,512.19,457.24,392.53,405.60,8.23,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.74,31400.08,%sOxidizer Fill Confirmation
4299.00,36.99,2269.03,96.23,511.24,457.24,392.53,405.63,8.23,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.87,-7.73,31400.11,%sOxidizer Fill Confirmation
4300.00,48.02,2269.03,96.23,511.24,457.30,392.32,405.63,7.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.87,-7.71,31400.16,%sOxidizer Fill Confirmation
4301.00,39.98,2269.89,95.60,511.95,457.37,392.32,405.63,7.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.87,-7.71,31400.20,%sOxidizer Fill Confirmation
4302.00,34.01,2268.31,95.60,511.95,457.37,392.66,405.41,7.64,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.24,%sOxidizer Fill Confirmation
4303.00,39.99,2268.31,95.60,511.54,457.07,392.89,405.64,7.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.28,%sOxidizer Fill Confirmation
4304.00,38.85,2268.95,95.99,511.78,457.47,392.89,405.64,7.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.70,31400.32,%sOxidizer Fill Confirmation
4305.00,36.08,2269.36,95.95,511.67,457.47,392.81,405.64,8.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.70,31400.35,%sOxidizer Fill Confirmation
4306.00,37.14,2269.19,95.95,511.67,457.47,392.78,404.68,7.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.39,%sOxidizer Fill Confirmation
4307.00,42.28,2269.19,96.61,512.17,457.42,392.91,405.64,7.78,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.43,%sOxidizer Fill Confirmation
4308.00,40.00,2269.25,96.61,512.17,457.42,392.91,405.64,7.78,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.47,%sOxidizer Fill Confirmation
4309.00,47.76,2269.25,96.63,511.55,457.40,393.02,405.65,8.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31400.52,%sOxidizer Fill Confirmation
4310.00,41.06,2269.31,96.40,511.95,457.20,393.02,405.65,8.48,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31400.56,%sOxidizer Fill Confirmation
4311.00,54.29,2268.58,95.54,511.95,457.20,392.92,405.37,8.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.71,31400.61,%sOxidizer Fill Confirmation
4312.00,46.04,2268.58,95.54,511.65,457.38,392.93,405.37,8.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.71,31400.66,%sOxidizer Fill Confirmation
4313.00,37.09,2270.12,95.60,511.65,457.38,392.93,404.26,7.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31400.70,%sOxidizer Fill Confirmation
4314.00,40.04,2268.71,96.04,511.65,457.16,393.10,405.62,7.69,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31400.74,%sOxidizer Fill Confirmation
4315.00,40.21,2268.71,96.04,512.17,457.19,393.10,405.66,7.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31400.78,%sOxidizer Fill Confirmation
4316.00,38.62,2269.34,96.31,511.67,456.81,393.06,404.70,7.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31400.82,%sOxidizer Fill Confirmation
4317.00,41.01,2269.37,96.62,511.80,457.08,392.88,404.70,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31400.86,%sOxidizer Fill Confirmation
4318.00,36.94,2269.37,96.62,511.80,457.08,392.88,404.94,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.75,31400.89,%sOxidizer Fill Confirmation
4319.00,40.02,2268.94,96.61,512.03,457.38,392.88,404.94,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.75,31400.93,%sOxidizer Fill Confirmation
4320.00,37.59,2268.94,96.61,512.03,457.38,393.21,405.68,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31400.97,%sOxidizer Fill Confirmation
4321.00,39.89,2268.83,96.41,512.07,457.53,393.21,405.68,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31401.01,%sOxidizer Fill Confirmation
4322.00,34.03,2269.02,96.41,512.07,457.53,392.96,405.66,7.04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.72,31401.05,%sOxidizer Fill Confirmation
4323.00,39.07,2269.02,95.60,511.70,457.04,392.95,405.82,6.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.70,31401.08,%sOxidizer Fill Confirmation
4324.00,35.91,2269.18,95.60,512.41,457.63,392.73,405.27,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31401.12,%sOxidizer Fill Confirmation
4325.00,59.57,2269.23,95.98,511.48,457.63,392.73,405.27,7.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31401.18,%sOxidizer Fill Confirmation
4326.00,36.95,2269.69,95.98,511.48,457.20,393.02,405.63,7.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31401.22,%sOxidizer Fill Confirmation
4327.00,33.99,2269.69,96.05,512.01,457.17,393.11,405.46,7.51,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.73,31401.25,%sOxidizer Fill Confirmation
4328.00,39.96,2269.32,96.31,511.82,457.55,392.74,404.57,8.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.87,-7.74,31401.29,%sOxidizer Fill Confirmation
4329.00,36.53,2269.43,96.59,511.93,457.29,392.93,404.57,8.06,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.74,31401.33,%sOxidizer Fill Confirmation
4330.00,35.97,2269.43,96.59,511.93,457.29,392.93,405.38,8.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.88,-7.74,31401.36,%sOxidizer Fill Confirmation
4331.00,37.88,2269.29,96.62,511.82,457.21,393.19,405.38,6.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31401.40,%sOxidizer Fill Confirmation
4332.00,38.12,2269.25,96.60,512.00,457.24,393.18,405.23,7.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31401.44,%sOxidizer Fill Confirmation
4333.00,33.48,2269.22,96.62,512.42,457.57,393.21,405.23,7.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31401.47,%sOxidizer Fill Confirmation
4334.00,40.20,2268.40,96.60,511.69,457.29,392.96,406.10,8.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31401.51,%sOxidizer Fill Confirmation
4335.00,36.22,2269.02,96.62,511.69,457.50,392.96,404.80,8.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.91,-7.73,31401.55,%sOxidizer Fill Confirmation
4336.00,38.05,2269.76,96.58,512.29,457.50,392.79,405.66,8.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.69,31401.59,%sOxidizer Fill Confirmation
4337.00,38.72,2269.76,96.58,512.29,457.39,393.11,405.15,7.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.68,31401.63,%sOxidizer Fill Confirmation
4338.00,38.93,2269.44,96.10,511.62,457.36,393.12,405.15,7.49,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.68,31401.67,%sOxidizer Fill Confirmation
4339.00,38.10,2268.80,96.11,512.44,457.36,393.12,405.74,7.49,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.70,31401.70,%sOxidizer Fill Confirmation
4340.00,33.92,2268.80,96.11,512.44,457.53,393.26,404.99,7.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.76,31401.74,%sOxidizer Fill Confirmation
4341.00,35.00,2269.15,96.17,511.69,457.42,393.45,404.99,7.78,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31401.77,%sOxidizer Fill Confirmation
4342.00,37.00,2268.84,96.15,512.40,457.42,393.45,404.99,7.78,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31401.81,%sOxidizer Fill Confirmation
4343.00,37.99,2269.08,96.49,512.40,457.38,393.34,405.50,7.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31401.85,%sOxidizer Fill Confirmation
4344.00,41.57,2268.53,96.60,511.71,457.52,393.26,405.23,8.51,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31401.89,%sOxidizer Fill Confirmation
4345.00,40.74,2268.53,96.60,511.37,457.27,393.17,405.60,7.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31401.93,%sOxidizer Fill Confirmation
4346.00,35.70,2269.08,96.62,511.99,457.38,393.22,405.60,7.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.76,31401.97,%sOxidizer Fill Confirmation
4347.00,38.99,2270.09,96.70,511.60,457.62,393.22,405.20,7.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.91,-7.74,31402.00,%sOxidizer Fill Confirmation
4348.00,37.57,2268.73,96.61,511.97,457.69,393.27,405.48,7.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31402.04,%sOxidizer Fill Confirmation
4349.00,39.00,2269.13,96.60,511.65,457.66,393.20,405.62,7.27,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.72,31402.08,%sOxidizer Fill Confirmation
4350.00,34.04,2270.06,96.60,511.65,457.55,393.20,405.10,7.27,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31402.12,%sOxidizer Fill Confirmation
4351.00,36.96,2269.28,96.11,512.08,457.55,393.22,405.63,7.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.73,31402.15,%sOxidizer Fill Confirmation
4352.00,42.04,2269.28,96.11,512.08,457.57,393.28,405.24,6.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31402.19,%sOxidizer Fill Confirmation
4353.00,35.96,2269.16,96.10,511.37,457.58,393.25,405.49,7.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31402.23,%sOxidizer Fill Confirmation
4354.00,36.04,2269.16,96.10,511.52,457.54,393.45,405.64,6.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.76,31402.27,%sOxidizer Fill Confirmation
4355.00,38.06,2269.61,96.07,512.25,457.54,393.38,405.85,7.69,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31402.30,%sOxidizer Fill Confirmation
4356.00,39.49,2268.75,96.07,511.89,457.65,393.24,405.48,7.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.70,31402.34,%sOxidizer Fill Confirmation
4357.00,39.98,2269.20,96.61,512.61,457.56,393.47,405.69,8.23,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.69,31402.38,%sOxidizer Fill Confirmation
4358.00,37.36,2269.20,96.61,510.98,457.65,393.30,404.97,7.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.69,31402.42,%sOxidizer Fill Confirmation
4359.00,39.16,2269.66,96.60,511.70,457.02,393.51,404.97,7.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.72,31402.46,%sOxidizer Fill Confirmation
4360.00,39.71,2269.66,96.60,511.70,457.02,393.51,406.65,7.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31402.50,%sOxidizer Fill Confirmation
4361.00,36.99,2268.95,96.84,512.00,457.53,393.46,405.36,7.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31402.54,%sOxidizer Fill Confirmation
4362.00,33.61,2268.64,96.55,511.75,457.78,392.96,405.46,7.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31402.57,%sOxidizer Fill Confirmation
4363.00,36.73,2268.91,96.60,511.91,457.36,393.03,405.64,7.10,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.75,31402.61,%sOxidizer Fill Confirmation
4364.00,39.81,2268.91,96.62,511.20,457.43,392.59,405.66,7.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.91,-7.74,31402.65,%sOxidizer Fill Confirmation
4365.00,38.94,2268.81,96.61,511.70,457.06,393.06,405.63,7.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31402.69,%sOxidizer Fill Confirmation
4366.00,39.05,2268.81,96.38,511.96,457.31,392.60,405.92,7.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31402.72,%sOxidizer Fill Confirmation
4367.00,38.43,2269.05,96.02,511.93,457.07,393.08,405.92,7.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.91,-7.71,31402.76,%sOxidizer Fill Confirmation
4368.00,38.45,2269.07,96.00,512.05,457.07,393.08,405.46,7.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.91,-7.70,31402.80,%sOxidizer Fill Confirmation
4369.00,37.01,2269.22,96.11,511.72,457.41,393.00,405.65,7.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31402.84,%sOxidizer Fill Confirmation
4370.00,39.05,2269.21,96.11,511.72,457.59,392.96,405.64,8.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31402.88,%sOxidizer Fill Confirmation
4371.00,36.01,2268.68,96.45,512.15,457.42,393.19,405.63,7.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31402.91,%sOxidizer Fill Confirmation
4372.00,36.58,2269.39,96.45,512.33,456.96,393.32,404.81,7.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31402.95,%sOxidizer Fill Confirmation
4373.00,41.07,2269.39,96.30,511.51,457.59,393.50,406.41,7.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31402.99,%sOxidizer Fill Confirmation
4374.00,36.12,2269.00,96.60,512.16,457.49,393.50,405.66,7.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31403.03,%sOxidizer Fill Confirmation
4375.00,41.70,2269.65,96.77,511.71,457.78,393.45,405.66,7.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31403.07,%sOxidizer Fill Confirmation
4376.00,36.94,2269.73,96.72,511.65,457.04,393.77,405.51,8.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31403.11,%sOxidizer Fill Confirmation
4377.00,39.02,2269.13,96.60,511.84,457.04,393.77,405.51,8.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31403.15,%sOxidizer Fill Confirmation
4378.00,37.82,2268.43,96.60,511.84,457.21,393.42,405.77,7.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.73,31403.18,%sOxidizer Fill Confirmation
4379.00,34.86,2268.43,96.62,511.71,457.14,393.53,405.24,7.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31403.22,%sOxidizer Fill Confirmation
4380.00,36.98,2270.05,96.46,512.36,457.19,393.60,404.91,8.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.69,31403.26,%sOxidizer Fill Confirmation
4381.00,39.05,2268.64,96.10,511.60,457.68,393.69,404.91,8.79,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.69,31403.29,%sOxidizer Fill Confirmation
4382.00,38.01,2269.00,96.11,512.77,457.68,393.69,406.14,8.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31403.33,%sOxidizer Fill Confirmation
4383.00,37.98,2269.00,96.11,512.77,457.57,393.74,405.65,7.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.71,31403.37,%sOxidizer Fill Confirmation
4384.00,36.97,2269.75,95.96,511.75,457.54,393.74,405.65,7.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.72,31403.41,%sOxidizer Fill Confirmation
4385.00,39.04,2269.22,95.96,511.75,457.54,393.55,405.96,7.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.69,31403.45,%sOxidizer Fill Confirmation
4386.00,36.07,2269.22,95.89,511.66,457.41,393.45,404.88,7.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31403.48,%sOxidizer Fill Confirmation
4387.00,42.89,2269.81,96.16,511.68,457.24,393.63,404.88,7.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.74,31403.53,%sOxidizer Fill Confirmation
4388.00,38.10,2269.05,96.62,512.54,457.24,393.63,405.44,7.15,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.75,31403.56,%sOxidizer Fill Confirmation
4389.00,45.90,2269.05,96.62,512.54,457.21,393.66,405.44,7.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.90,-7.75,31403.61,%sOxidizer Fill Confirmation
4390.00,40.01,2268.61,96.61,512.00,457.21,393.47,405.70,7.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.76,31403.65,%sOxidizer Fill Confirmation
4391.00,37.00,2268.61,96.61,512.00,457.21,393.47,405.66,7.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31403.69,%sOxidizer Fill Confirmation
4392.00,37.00,2269.00,96.38,512.41,457.42,393.72,405.24,7.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.74,31403.72,%sOxidizer Fill Confirmation
4393.00,44.02,2268.84,96.29,512.41,457.42,393.72,405.24,7.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.89,-7.71,31403.77,%sOxidizer Fill Confirmation
