n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock,State
10213.00,52.53,1952.24,93.23,516.59,647.12,83.39,32.70,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31639.53,%sSafe
10214.00,49.98,1951.24,96.31,515.84,646.90,83.39,32.70,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31639.58,%sSafe
10215.00,45.80,1951.24,96.31,515.84,646.90,79.05,33.51,-2.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31639.62,%sSafe
10216.00,74.08,1949.24,96.31,515.84,646.90,79.05,33.51,-2.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31639.70,%sSafe
10217.00,35.81,1949.24,99.93,515.82,647.16,75.71,33.00,-2.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31639.73,%sSafe
10218.00,41.38,1947.58,100.33,515.82,647.16,75.71,33.00,-2.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31639.77,%sSafe
10219.00,34.89,1945.10,100.33,514.79,647.04,70.16,33.19,-2.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31639.81,%sSafe
10220.00,38.28,1945.10,100.81,515.91,647.10,67.15,33.10,-1.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31639.85,%sSafe
10221.00,46.94,1946.35,101.13,515.19,646.76,67.15,33.10,-1.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31639.89,%sSafe
10222.00,36.09,1946.93,100.57,515.39,646.76,64.86,33.72,-2.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.61,31639.93,%sSafe
10223.00,38.65,1946.93,100.57,515.39,646.92,61.24,32.97,-2.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.61,31639.97,%sSafe
10224.00,39.65,1946.34,100.41,515.38,646.93,59.40,32.97,-2.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.61,31640.01,%sSafe
10225.00,37.91,1947.17,100.41,515.38,646.93,59.40,33.64,-2.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.60,31640.05,%sSafe
10226.00,36.54,1947.17,100.09,515.23,646.64,58.87,32.22,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.60,31640.08,%sSafe
10227.00,38.66,1948.08,100.81,513.85,646.77,54.63,32.22,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.59,31640.12,%sSafe
10228.00,42.37,1948.08,100.81,513.85,646.77,54.63,32.94,-2.98,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.59,31640.16,%sSafe
10229.00,34.90,1946.83,100.93,513.73,646.99,53.61,32.58,-2.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31640.20,%sSafe
10230.00,38.81,1947.83,101.21,513.71,646.84,52.88,32.92,-3.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.61,31640.24,%sSafe
10231.00,42.43,1947.49,101.07,513.99,646.72,52.88,32.92,-3.71,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.61,31640.28,%sSafe
10232.00,34.28,1947.00,101.07,513.99,646.72,51.57,33.12,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31640.31,%sSafe
10233.00,38.81,1947.00,100.25,513.65,646.96,48.56,32.97,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31640.35,%sSafe
10234.00,39.82,1947.71,100.25,513.65,646.96,48.56,32.97,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31640.39,%sSafe
10235.00,36.89,1947.77,100.32,514.37,646.99,47.08,32.97,-3.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31640.43,%sSafe
10236.00,34.48,1947.79,100.32,513.70,646.75,47.08,33.56,-2.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31640.46,%sSafe
10237.00,36.97,1947.79,100.81,514.47,646.77,45.05,32.54,-2.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31640.50,%sSafe
10238.00,43.37,1948.14,100.90,513.95,647.03,43.01,32.54,-2.54,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.58,31640.54,%sSafe
10239.00,33.59,1948.14,100.90,513.95,647.03,43.01,33.10,-3.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.58,31640.58,%sSafe
10240.00,35.97,1947.74,101.31,514.41,646.82,41.70,32.95,-1.58,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.58,31640.61,%sSafe
10241.00,38.48,1948.44,100.43,513.58,646.91,40.65,32.95,-3.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.61,31640.65,%sSafe
10242.00,48.71,1947.80,100.50,513.69,647.11,40.65,33.20,-3.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.64,31640.70,%sSafe
10243.00,47.05,1947.80,100.50,513.69,647.11,39.97,32.55,-2.42,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.64,31640.75,%sSafe
10244.00,42.20,1947.97,100.03,513.71,646.91,38.32,32.55,-3.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.64,31640.79,%sSafe
10245.00,36.70,1948.46,100.87,513.68,647.16,38.32,33.41,-3.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.62,31640.83,%sSafe
10246.00,44.34,1948.46,100.87,513.68,647.16,37.00,32.95,-2.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31640.87,%sSafe
10247.00,38.23,1948.39,101.30,513.18,646.87,35.45,33.71,-2.31,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31640.91,%sSafe
10248.00,36.42,1948.09,100.81,514.42,646.82,34.48,33.70,-2.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.63,31640.95,%sSafe
10249.00,40.34,1948.73,100.59,514.24,646.95,34.48,33.70,-2.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.63,31640.99,%sSafe
10250.00,36.04,1948.14,100.05,514.24,646.95,33.89,33.02,-1.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.64,31641.02,%sSafe
10251.00,39.57,1948.14,100.05,514.40,647.15,32.48,33.09,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.64,31641.06,%sSafe
10252.00,42.43,1948.21,101.01,512.99,646.91,31.52,33.09,-2.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.64,31641.10,%sSafe
10253.00,40.22,1948.41,101.28,513.71,646.91,31.52,33.71,-2.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31641.14,%sSafe
10254.00,41.54,1949.01,101.28,513.71,647.02,29.56,32.11,-1.98,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31641.19,%sSafe
10255.00,42.03,1949.01,100.70,514.21,646.86,28.73,33.64,-1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31641.23,%sSafe
10256.00,44.02,1947.75,100.52,513.28,647.23,28.73,33.64,-1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31641.27,%sSafe
10257.00,37.91,1948.41,100.15,513.89,647.23,28.04,32.74,-1.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.60,31641.31,%sSafe
10258.00,51.20,1948.41,100.15,513.89,646.99,27.42,32.82,-2.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.60,31641.36,%sSafe
10259.00,38.18,1948.88,101.11,514.16,647.05,27.42,32.82,-2.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.23,-0.56,31641.40,%sSafe
10260.00,49.91,1948.79,101.11,514.16,647.05,27.07,33.58,-2.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31641.45,%sSafe
10261.00,46.62,1948.79,101.31,514.66,646.99,27.07,33.58,-2.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.59,31641.50,%sSafe
10262.00,41.17,1948.79,101.31,514.66,646.99,25.54,33.67,-1.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31641.54,%sSafe
10263.00,42.22,1948.57,101.32,513.68,646.75,25.01,33.67,-1.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.24,-0.62,31641.58,%sSafe
10264.00,35.63,1948.57,101.32,513.68,646.75,25.01,33.68,-2.11,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31641.61,%sSafe
10265.00,44.03,1949.13,100.28,513.28,647.22,24.26,33.68,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31641.66,%sSafe
10266.00,46.59,1949.13,100.28,513.28,647.22,24.26,33.46,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31641.71,%sSafe
10267.00,42.82,1949.39,100.68,513.81,646.78,24.26,33.46,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.60,31641.75,%sSafe
10268.00,42.73,1949.39,100.68,513.81,646.78,23.84,33.46,-2.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.60,31641.79,%sSafe
10269.00,41.21,1950.17,100.68,513.81,646.78,23.84,33.31,-2.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31641.83,%sSafe
10270.00,41.71,1950.17,101.31,513.15,647.41,22.08,33.31,-2.59,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31641.87,%sSafe
10271.00,37.22,1950.17,101.31,513.15,647.41,22.08,33.07,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.64,31641.91,%sSafe
10272.00,40.86,1949.65,100.67,513.11,647.37,22.08,33.07,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31641.95,%sSafe
10273.00,45.75,1949.65,100.67,513.11,647.37,21.22,33.69,-2.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31642.00,%sSafe
10274.00,43.29,1949.29,101.29,513.11,647.37,21.22,33.69,-2.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.62,31642.04,%sSafe
10275.00,51.34,1949.29,101.29,513.36,647.03,20.66,33.69,-2.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.62,31642.09,%sSafe
10276.00,45.84,1950.54,101.29,513.36,647.03,20.66,33.41,-2.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.58,31642.14,%sSafe
10277.00,46.76,1950.54,101.27,513.60,647.02,19.01,33.41,-2.47,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.58,31642.18,%sSafe
10278.00,39.21,1950.54,101.27,513.60,647.02,19.01,33.17,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.59,31642.22,%sSafe
10279.00,36.78,1950.40,100.38,513.61,647.56,19.01,33.17,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.59,31642.26,%sSafe
10280.00,62.40,1950.40,100.38,513.61,647.56,18.28,33.17,-1.89,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.59,31642.32,%sSafe
10281.00,40.81,1950.40,100.38,513.61,647.56,18.28,33.66,-3.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31642.36,%sSafe
10282.00,43.79,1950.59,101.32,514.02,647.56,18.28,33.66,-3.44,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31642.41,%sSafe
10283.00,52.29,1950.59,101.32,514.02,647.24,17.67,33.43,-1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31642.46,%sSafe
10284.00,48.65,1950.39,101.32,514.02,647.24,17.67,33.43,-1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31642.51,%sSafe
10285.00,39.75,1950.39,100.79,513.58,647.54,16.83,33.43,-2.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31642.55,%sSafe
10286.00,40.22,1950.40,100.79,513.58,647.54,16.83,33.27,-2.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31642.59,%sSafe
10287.00,41.53,1950.40,101.31,513.67,648.04,16.34,33.27,-2.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31642.63,%sSafe
10288.00,37.38,1950.40,101.31,513.67,648.04,16.34,32.49,-2.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31642.67,%sSafe
10289.00,38.79,1951.02,100.91,513.98,647.62,15.93,32.49,-2.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31642.71,%sSafe
10290.00,37.29,1951.02,100.91,513.98,647.62,15.93,33.67,-1.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31642.74,%sSafe
10291.00,50.38,1951.26,100.82,513.70,647.62,15.93,33.67,-1.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31642.79,%sSafe
10292.00,36.65,1951.26,100.82,513.70,647.18,16.05,32.59,-1.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31642.83,%sSafe
10293.00,40.42,1952.04,101.30,512.85,647.35,15.06,32.59,-1.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31642.87,%sSafe
10294.00,37.05,1952.04,101.30,512.85,647.35,15.06,32.65,-2.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31642.91,%sSafe
10295.00,39.41,1951.71,100.80,514.02,647.68,14.73,32.65,-2.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31642.95,%sSafe
10296.00,41.81,1952.03,101.31,514.08,647.68,14.73,32.95,-2.62,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31642.99,%sSafe
10297.00,38.10,1952.03,101.31,514.08,647.25,14.21,33.71,-3.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31643.03,%sSafe
10298.00,41.57,1950.84,101.35,513.61,647.21,14.21,33.71,-3.21,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.62,31643.07,%sSafe
10299.00,36.71,1951.83,100.77,513.61,647.21,14.81,32.29,-2.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31643.11,%sSafe
10300.00,41.81,1951.83,100.77,513.65,647.58,13.69,32.91,-3.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31643.15,%sSafe
10301.00,44.79,1951.81,101.32,513.65,647.58,13.69,32.91,-3.18,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31643.19,%sSafe
10302.00,35.31,1952.33,101.41,513.65,647.44,14.51,32.39,-1.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31643.23,%sSafe
10303.00,41.07,1952.33,101.41,514.12,647.41,14.16,33.67,-2.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31643.27,%sSafe
10304.00,40.84,1952.41,101.29,513.08,647.56,14.16,33.67,-2.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.28,-0.62,31643.31,%sSafe
10305.00,38.19,1951.93,101.29,513.08,647.56,13.45,32.72,-2.12,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31643.35,%sSafe
10306.00,42.75,1951.93,101.20,513.30,647.91,13.55,33.42,-2.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31643.39,%sSafe
10307.00,37.34,1951.98,101.40,513.33,647.74,13.35,33.42,-2.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31643.43,%sSafe
10308.00,37.89,1951.98,101.40,513.33,647.74,13.35,32.90,-2.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31643.47,%sSafe
10309.00,36.98,1952.14,101.74,513.68,647.44,13.18,32.90,-2.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31643.50,%sSafe
10310.00,40.93,1952.24,101.30,513.68,647.44,13.18,33.18,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.60,31643.54,%sSafe
10311.00,41.53,1952.24,101.30,513.69,647.45,13.52,33.18,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.60,31643.59,%sSafe
10312.00,37.63,1952.62,101.31,513.97,647.53,13.52,32.49,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.62,31643.62,%sSafe
10313.00,40.81,1952.25,101.45,513.97,647.53,12.82,33.00,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31643.66,%sSafe
10314.00,33.98,1952.25,101.45,514.38,647.55,13.38,33.73,-2.58,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.64,31643.70,%sSafe
10315.00,40.32,1952.57,101.82,513.66,647.65,13.20,33.71,-2.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.64,31643.74,%sSafe
10316.00,38.27,1951.96,101.31,513.66,647.60,13.20,33.71,-2.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31643.78,%sSafe
10317.00,37.23,1951.96,101.31,513.66,647.60,12.92,32.60,-2.51,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31643.81,%sSafe
10318.00,39.84,1952.40,101.01,513.68,647.38,13.26,32.60,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31643.85,%sSafe
10319.00,38.26,1952.80,101.66,513.58,647.38,13.26,33.24,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31643.89,%sSafe
10320.00,38.28,1952.80,101.66,513.58,647.14,12.44,33.04,-1.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31643.93,%sSafe
10321.00,37.64,1952.43,101.81,513.58,647.14,12.44,33.04,-1.76,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31643.97,%sSafe
10322.00,37.66,1952.43,101.81,513.68,647.71,13.01,32.94,-2.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31644.00,%sSafe
10323.00,37.14,1952.22,101.31,513.70,647.49,12.93,33.69,-1.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31644.04,%sSafe
10324.00,38.76,1952.29,101.72,513.45,647.11,12.93,33.69,-1.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.61,31644.08,%sSafe
10325.00,48.25,1952.29,101.72,513.45,647.11,13.28,33.94,-1.94,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.25,-0.66,31644.13,%sSafe
10326.00,36.42,1952.38,101.80,514.16,647.20,13.14,33.94,-1.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.66,31644.17,%sSafe
10327.00,42.06,1952.45,101.32,513.54,648.02,13.10,33.34,-1.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31644.21,%sSafe
10328.00,37.28,1952.45,101.32,513.54,648.02,13.10,32.94,-1.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31644.24,%sSafe
10329.00,40.46,1952.11,101.54,513.66,647.36,12.83,32.70,-2.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.61,31644.29,%sSafe
10330.00,42.33,1952.68,102.26,513.66,647.36,12.83,32.70,-2.22,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.28,-0.62,31644.33,%sSafe
10331.00,39.07,1952.96,102.26,513.67,647.98,12.25,33.28,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.28,-0.62,31644.37,%sSafe
10332.00,38.81,1952.96,101.54,513.73,647.57,12.94,33.23,-2.66,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.28,-0.64,31644.41,%sSafe
10333.00,38.96,1953.03,101.31,513.49,647.86,13.34,33.23,-2.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.64,31644.44,%sSafe
10334.00,35.63,1952.77,101.63,513.66,647.85,13.34,33.32,-2.28,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.62,31644.48,%sSafe
10335.00,50.04,1952.77,101.63,513.66,647.85,12.61,33.51,-2.87,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31644.53,%sSafe
10336.00,42.37,1952.46,102.32,514.08,647.98,13.05,33.36,-2.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31644.57,%sSafe
10337.00,41.27,1952.46,102.30,513.36,647.61,13.05,33.36,-2.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.61,31644.61,%sSafe
10338.00,38.22,1953.19,101.13,513.64,648.05,12.81,32.36,-2.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.64,31644.65,%sSafe
10339.00,46.75,1953.19,101.13,513.64,648.05,12.87,33.55,-1.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31644.70,%sSafe
10340.00,38.68,1952.98,101.70,513.70,647.81,12.14,33.55,-1.92,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.62,31644.74,%sSafe
10341.00,35.94,1952.79,102.63,513.17,647.81,12.14,33.63,-2.45,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31644.77,%sSafe
10342.00,49.54,1952.79,102.63,513.17,647.91,13.18,32.52,-2.38,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31644.82,%sSafe
10343.00,35.94,1952.58,101.73,513.53,648.10,12.92,32.52,-1.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31644.86,%sSafe
10344.00,48.79,1952.96,101.26,513.13,647.43,12.42,32.78,-1.99,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31644.91,%sSafe
10345.00,35.54,1952.96,101.26,513.13,647.43,12.42,32.78,-2.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31644.94,%sSafe
10346.00,37.39,1952.78,102.11,513.43,648.32,13.05,33.57,-2.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.59,31644.98,%sSafe
10347.00,49.05,1953.50,102.33,513.69,648.21,12.56,33.58,-2.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31645.03,%sSafe
10348.00,38.46,1953.50,102.33,513.69,648.21,12.56,33.71,-2.41,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31645.07,%sSafe
10349.00,39.43,1953.14,101.75,514.02,648.10,12.18,33.51,-2.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31645.11,%sSafe
10350.00,37.26,1953.50,101.35,513.66,647.48,12.18,33.51,-2.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.60,31645.14,%sSafe
10351.00,43.38,1953.50,101.35,513.66,647.48,12.82,33.67,-1.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.59,31645.19,%sSafe
10352.00,35.47,1953.17,101.36,513.70,648.25,13.08,33.74,-1.68,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31645.22,%sSafe
10353.00,38.95,1953.36,102.42,513.17,648.26,12.47,33.74,-2.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.26,-0.58,31645.26,%sSafe
10354.00,39.13,1953.86,101.53,513.18,648.34,12.51,33.40,-2.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.27,-0.58,31645.30,%sSafe
10355.00,37.03,1954.59,101.53,513.18,648.34,12.51,33.55,-2.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.00,100.00,-0.28,-0.56,31645.34,%sSafe
