Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State
6196,33.38,1769.14,108.1,367.52,819.16,166.96,215.63,-2.03,0,0,0,0,0,1,1,100,100,0.4,0.22,8897.48,%sPost-ignition Purge
6197,31.26,1769.14,108.1,367.52,819.16,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.22,8897.52,%sPost-ignition Purge
6198,34.34,1769.14,108.1,367.52,819.16,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.22,8897.55,%sPost-ignition Purge
6199,37.74,1769.14,108.1,367.52,819.16,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.59,%sPost-ignition Purge
6200,31.89,1769.14,108.1,367.52,819.16,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.62,%sPost-ignition Purge
6201,34.27,1768.53,108.1,367.52,819.16,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.65,%sPost-ignition Purge
6202,30.62,1768.53,108.28,387.2,819.37,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.68,%sPost-ignition Purge
6203,37.81,1768.53,108.28,387.2,819.37,166.96,214.63,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.72,%sPost-ignition Purge
6204,30.67,1768.53,108.28,387.2,819.37,167.82,212.77,-0.69,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.75,%sPost-ignition Purge
6205,29.36,1768.53,108.28,387.2,819.37,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.23,8897.78,%sPost-ignition Purge
6206,23.19,1768.53,108.28,387.2,819.37,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.81,%sPost-ignition Purge
6207,36.34,1768.13,108.28,387.2,819.37,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.84,%sPost-ignition Purge
6208,30.74,1768.13,108.51,406.86,819.37,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.87,%sPost-ignition Purge
6209,39.21,1768.13,108.51,406.86,819.37,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.91,%sPost-ignition Purge
6210,22.64,1768.13,108.51,406.86,819.56,167.82,212.77,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.93,%sPost-ignition Purge
6211,29.53,1768.13,108.51,406.86,819.56,167.82,210.65,-0.14,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.96,%sPost-ignition Purge
6212,24.94,1768.13,108.51,406.86,819.56,167.82,210.65,0.38,0,0,0,0,0,1,1,100,100,0.4,0.24,8897.99,%sPost-ignition Purge
6213,27.57,1767.98,108.51,406.86,819.56,167.82,210.65,0.38,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.02,%sPost-ignition Purge
6214,36.72,1767.98,108.51,406.86,819.56,167.82,210.65,0.38,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.05,%sPost-ignition Purge
6215,28.62,1767.98,108.69,426.56,819.56,167.82,210.65,0.38,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.08,%sPost-ignition Purge
6216,32.55,1767.98,108.69,426.56,819.72,167.1,210.65,0.38,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.11,%sPost-ignition Purge
6217,32.26,1767.98,108.69,426.56,819.72,167.1,208.34,0.38,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.15,%sPost-ignition Purge
6218,22.01,1767.98,108.69,426.56,819.72,167.1,208.34,0.85,0,0,0,0,0,1,1,100,100,0.41,0.25,8898.17,%sPost-ignition Purge
6219,25.13,1767.98,108.69,426.56,819.72,167.1,208.34,0.85,0,0,0,0,0,1,1,100,100,0.39,0.21,8898.19,%sPost-ignition Purge
6220,27.43,1766.25,106.93,426.56,819.72,167.1,208.34,0.85,0,0,0,0,0,1,1,100,100,0.39,0.21,8898.22,%sPost-ignition Purge
6221,28.03,1766.25,106.93,445.74,819.72,167.1,208.34,0.85,0,0,0,0,0,1,1,100,100,0.39,0.21,8898.25,%sPost-ignition Purge
6222,32.84,1766.25,106.93,445.74,819.39,164.1,208.34,0.85,0,0,0,0,0,1,1,100,100,0.39,0.21,8898.28,%sPost-ignition Purge
6223,25.86,1766.25,106.93,445.74,819.39,164.1,204.74,0.85,0,0,0,0,0,1,1,100,100,0.39,0.21,8898.31,%sPost-ignition Purge
6224,26.4,1766.25,106.93,445.74,819.39,164.1,204.74,-0.1,0,0,0,0,0,1,1,100,100,0.39,0.18,8898.33,%sPost-ignition Purge
6225,24.82,1766.25,106.93,445.74,819.39,164.1,204.74,-0.1,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.36,%sPost-ignition Purge
6226,26.22,1765.1,106.55,445.74,819.39,164.1,204.74,-0.1,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.39,%sPost-ignition Purge
6227,26.98,1765.1,106.55,464.93,819.39,164.1,204.74,-0.1,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.41,%sPost-ignition Purge
6228,26.38,1765.1,106.55,464.93,819.17,164.1,204.74,-0.1,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.44,%sPost-ignition Purge
6229,25.27,1765.1,106.55,464.93,819.17,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.46,%sPost-ignition Purge
6230,24.78,1765.1,106.55,464.93,819.17,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.38,0.18,8898.49,%sPost-ignition Purge
6231,27.6,1764.23,106.55,464.93,819.17,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.37,0.13,8898.52,%sPost-ignition Purge
6232,25.75,1764.23,106.32,464.93,819.17,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.37,0.13,8898.54,%sPost-ignition Purge
6233,28.48,1764.23,106.32,484.11,819.17,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.37,0.13,8898.57,%sPost-ignition Purge
6234,25.31,1764.23,106.32,484.11,818.8,160.09,201.22,-1.04,0,0,0,0,0,1,1,100,100,0.37,0.13,8898.6,%sPost-ignition Purge
6235,28.07,1764.23,106.32,484.11,818.8,155.56,197.51,-1.04,0,0,0,0,0,1,1,100,100,0.37,0.13,8898.62,%sPost-ignition Purge
6236,27.77,1764.23,106.32,484.11,818.8,155.56,197.51,-1.96,0,0,0,0,0,1,1,100,100,0.35,0.09,8898.65,%sPost-ignition Purge
6237,26.71,1763.65,106.02,484.11,818.8,155.56,197.51,-1.96,0,0,0,0,0,1,1,100,100,0.35,0.09,8898.68,%sPost-ignition Purge
6238,25.24,1763.65,106.02,503.3,818.8,155.56,197.51,-1.96,0,0,0,0,0,1,1,100,100,0.35,0.09,8898.7,%sPost-ignition Purge
6239,28.39,1763.65,106.02,503.3,818.5,150.18,193.85,-1.96,0,0,0,0,0,1,1,100,100,0.35,0.09,8898.73,%sPost-ignition Purge
6240,26.88,1763.65,106.02,503.3,818.5,150.18,193.85,-2.93,0,0,0,0,0,1,1,100,100,0.35,0.05,8898.76,%sPost-ignition Purge
6241,23.26,1763.65,106.02,503.3,818.5,150.18,193.85,-2.93,0,0,0,0,0,1,1,100,100,0.33,0.05,8898.78,%sPost-ignition Purge
6242,22.31,1763.52,106.02,503.3,818.5,150.18,193.85,-2.93,0,0,0,0,0,1,1,100,100,0.33,0.05,8898.8,%sPost-ignition Purge
6243,24.19,1763.52,105.76,522.56,818.5,150.18,193.85,-2.93,0,0,0,0,0,1,1,100,100,0.33,0.05,8898.83,%sPost-ignition Purge
6244,24.17,1763.52,105.76,522.56,818.19,144.35,190.38,-2.93,0,0,0,0,0,1,1,100,100,0.33,0.05,8898.85,%sPost-ignition Purge
6245,25.86,1763.52,105.76,522.56,818.19,144.35,190.38,-3.84,0,0,0,0,0,1,1,100,100,0.33,-0.01,8898.88,%sPost-ignition Purge
6246,28.73,1763.38,105.76,522.56,818.19,144.35,190.38,-3.84,0,0,0,0,0,1,1,100,100,0.31,-0.01,8898.91,%sPost-ignition Purge
6247,26.92,1763.38,105.2,541.36,818.19,144.35,190.38,-3.84,0,0,0,0,0,1,1,100,100,0.31,-0.01,8898.93,%sPost-ignition Purge
6248,26.81,1763.38,105.2,541.36,817.67,144.35,190.38,-3.84,0,0,0,0,0,1,1,100,100,0.31,-0.01,8898.96,%sPost-ignition Purge
6249,26.2,1763.38,105.2,541.36,817.67,137,186.48,-3.84,0,0,0,0,0,1,1,100,100,0.31,-0.01,8898.99,%sPost-ignition Purge
6250,23.82,1763.38,105.2,541.36,817.67,137,186.48,-5.48,0,0,0,0,0,1,1,100,100,0.31,-0.01,8899.01,%sPost-ignition Purge
6251,22.76,1761.54,105.23,541.36,817.67,137,186.48,-5.48,0,0,0,0,0,1,1,100,100,0.29,-0.05,8899.03,%sPost-ignition Purge
6252,24.64,1761.54,105.23,540.65,817.67,137,186.48,-5.48,0,0,0,0,0,1,1,100,100,0.29,-0.05,8899.06,%sPost-ignition Purge
6253,27.08,1761.54,105.23,540.65,817.24,128.52,182.82,-5.48,0,0,0,0,0,1,1,100,100,0.29,-0.05,8899.09,%sPost-ignition Purge
6254,22.03,1761.54,105.23,540.65,817.24,128.52,182.82,-7.04,0,0,0,0,0,1,1,100,100,0.29,-0.05,8899.11,%sPost-ignition Purge
6255,23.92,1761.07,105.23,540.65,817.24,128.52,182.82,-7.04,0,0,0,0,0,1,1,100,100,0.28,-0.08,8899.13,%sPost-ignition Purge
6256,26.83,1761.07,104.97,540.38,816.99,128.52,182.82,-7.04,0,0,0,0,0,1,1,100,100,0.28,-0.08,8899.16,%sPost-ignition Purge
6257,27.24,1761.07,104.97,540.38,816.99,121.16,179.82,-7.04,0,0,0,0,0,1,1,100,100,0.28,-0.08,8899.19,%sPost-ignition Purge
6258,24.82,1761.07,104.97,540.38,816.99,121.16,179.82,-7.95,0,0,0,0,0,1,1,100,100,0.28,-0.08,8899.21,%sPost-ignition Purge
6259,21.83,1761.07,104.97,540.38,816.99,121.16,179.82,-7.95,0,0,0,0,0,1,1,100,100,0.26,-0.12,8899.23,%sPost-ignition Purge
6260,23,1760.28,104.62,540.15,816.99,121.16,179.82,-7.95,0,0,0,0,0,1,1,100,100,0.26,-0.12,8899.26,%sPost-ignition Purge
6261,26.59,1760.28,104.62,540.15,816.76,114.63,176.95,-7.95,0,0,0,0,0,1,1,100,100,0.26,-0.12,8899.28,%sPost-ignition Purge
6262,24.26,1760.28,104.62,540.15,816.76,114.63,176.95,-8.69,0,0,0,0,0,1,1,100,100,0.26,-0.12,8899.31,%sPost-ignition Purge
6263,26.37,1760.28,104.62,540.15,816.76,114.63,176.95,-8.69,0,0,0,0,0,1,1,100,100,0.24,-0.15,8899.33,%sPost-ignition Purge
6264,23.19,1759.46,104.43,539.89,816.76,114.63,176.95,-8.69,0,0,0,0,0,1,1,100,100,0.24,-0.15,8899.36,%sPost-ignition Purge
6265,30.31,1759.46,104.43,539.89,816.5,114.63,176.95,-8.69,0,0,0,0,0,1,1,100,100,0.24,-0.15,8899.39,%sPost-ignition Purge
6266,25.84,1759.46,104.43,539.89,816.5,108.37,174.28,-8.69,0,0,0,0,0,1,1,100,100,0.24,-0.15,8899.41,%sPost-ignition Purge
6267,26.23,1759.46,104.43,539.89,816.5,108.37,174.28,-9.52,0,0,0,0,0,1,1,100,100,0.24,-0.16,8899.44,%sPost-ignition Purge
6268,25.22,1759.85,105.78,539.97,816.5,108.37,174.28,-9.52,0,0,0,0,0,1,1,100,100,0.24,-0.16,8899.46,%sPost-ignition Purge
6269,27.47,1759.85,105.78,539.97,816.57,103.32,174.28,-9.52,0,0,0,0,0,1,1,100,100,0.24,-0.16,8899.49,%sPost-ignition Purge
6270,26.48,1759.85,105.78,539.97,816.57,103.32,174.28,-9.52,0,0,0,0,0,1,1,100,100,0.24,-0.16,8899.52,%sPost-ignition Purge
6271,23.19,1759.85,105.78,539.97,816.57,103.32,172.02,-9.52,0,0,0,0,0,1,1,100,100,0.24,-0.16,8899.54,%sPost-ignition Purge
6272,24.76,1759.94,105.78,539.97,816.57,103.32,172.02,-9.58,0,0,0,0,0,1,1,100,100,0.23,-0.16,8899.57,%sPost-ignition Purge
6273,23.8,1759.94,105.78,539.95,816.46,103.32,172.02,-9.58,0,0,0,0,0,1,1,100,100,0.23,-0.16,8899.59,%sPost-ignition Purge
6274,28.48,1759.94,105.78,539.95,816.46,98.67,169.88,-9.58,0,0,0,0,0,1,1,100,100,0.23,-0.16,8899.62,%sPost-ignition Purge
6275,26.25,1759.94,105.78,539.95,816.46,98.67,169.88,-9.59,0,0,0,0,0,1,1,100,100,0.23,-0.17,8899.64,%sPost-ignition Purge
6276,26.36,1759.98,105.74,540.03,816.46,98.67,169.88,-9.59,0,0,0,0,0,1,1,100,100,0.22,-0.17,8899.67,%sPost-ignition Purge
6277,26.14,1759.98,105.74,540.03,816.59,98.67,169.88,-9.59,0,0,0,0,0,1,1,100,100,0.22,-0.17,8899.7,%sPost-ignition Purge
6278,25.4,1759.98,105.74,540.03,816.59,94.58,167.78,-9.59,0,0,0,0,0,1,1,100,100,0.22,-0.17,8899.72,%sPost-ignition Purge
6279,23.83,1760.04,105.74,540.03,816.59,94.58,167.78,-9.62,0,0,0,0,0,1,1,100,100,0.21,-0.17,8899.75,%sPost-ignition Purge
6280,30.74,1760.04,105.74,540.05,816.59,94.58,167.78,-9.62,0,0,0,0,0,1,1,100,100,0.21,-0.17,8899.78,%sPost-ignition Purge
6281,23.41,1760.04,105.74,540.05,816.6,94.58,167.78,-9.62,0,0,0,0,0,1,1,100,100,0.21,-0.17,8899.8,%sPost-ignition Purge
6282,24.03,1760.04,105.74,540.05,816.6,91.04,167.78,-9.62,0,0,0,0,0,1,1,100,100,0.21,-0.17,8899.82,%sPost-ignition Purge
6283,23.75,1760.15,105.74,540.05,816.6,91.04,165.76,-9.6,0,0,0,0,0,1,1,100,100,0.21,-0.18,8899.85,%sPost-ignition Purge
6284,25.34,1760.15,105.72,540.09,816.6,91.04,165.76,-9.6,0,0,0,0,0,1,1,100,100,0.21,-0.18,8899.87,%sPost-ignition Purge
6285,27.31,1760.15,105.72,540.09,816.57,87.57,163.81,-9.6,0,0,0,0,0,1,1,100,100,0.21,-0.18,8899.9,%sPost-ignition Purge
6286,26.03,1760.15,105.72,540.09,816.57,87.57,163.81,-9.63,0,0,0,0,0,1,1,100,100,0.21,-0.18,8899.93,%sPost-ignition Purge
6287,24.64,1760.22,105.73,540.1,816.57,87.57,163.81,-9.63,0,0,0,0,0,1,1,100,100,0.2,-0.18,8899.95,%sPost-ignition Purge
6288,23.26,1760.22,105.73,540.1,816.51,87.57,163.81,-9.63,0,0,0,0,0,1,1,100,100,0.2,-0.18,8899.97,%sPost-ignition Purge
6289,23.65,1760.22,105.73,540.1,816.51,84.52,161.72,-9.63,0,0,0,0,0,1,1,100,100,0.2,-0.18,8900,%sPost-ignition Purge
6290,20.76,1760.22,105.73,540.1,816.51,84.52,161.72,-9.69,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.02,%sPost-ignition Purge
6291,21.18,1760.21,105.66,540.1,816.51,84.52,161.72,-9.69,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.04,%sPost-ignition Purge
6292,28.06,1760.21,105.66,540.07,816.45,84.52,161.72,-9.69,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.07,%sPost-ignition Purge
6293,23.6,1760.21,105.66,540.07,816.45,81.7,159.55,-9.72,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.09,%sPost-ignition Purge
6294,25.84,1760.3,105.65,540.07,816.45,81.7,159.55,-9.72,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.12,%sPost-ignition Purge
6295,27.91,1760.3,105.65,540.08,816.46,79.22,159.55,-9.72,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.15,%sPost-ignition Purge
6296,20.74,1760.3,105.65,540.08,816.46,79.22,157.71,-9.62,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.17,%sPost-ignition Purge
6297,24.71,1760.44,105.72,540.08,816.46,79.22,157.71,-9.62,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.19,%sPost-ignition Purge
6298,27.92,1760.44,105.72,540.08,816.44,79.22,157.71,-9.62,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.22,%sPost-ignition Purge
6299,27.33,1760.44,105.72,540.08,816.44,76.6,155.71,-9.62,0,0,0,0,0,1,1,100,100,0.19,-0.17,8900.25,%sPost-ignition Purge
6300,23.55,1760.61,105.72,540.08,816.44,76.6,155.71,-9.73,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.27,%sPost-ignition Purge
6301,28.18,1760.61,105.71,540.09,816.4,76.6,155.71,-9.73,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.3,%sPost-ignition Purge
6302,24.94,1760.61,105.71,540.09,816.4,74.09,153.74,-9.73,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.32,%sPost-ignition Purge
6303,23.95,1760.61,105.71,540.09,816.4,74.09,153.74,-9.67,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.35,%sPost-ignition Purge
6304,24.76,1760.58,105.79,540.13,816.37,74.09,153.74,-9.67,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.37,%sPost-ignition Purge
6305,25.13,1760.58,105.79,540.13,816.37,71.9,151.86,-9.68,0,0,0,0,0,1,1,100,100,0.18,-0.18,8900.4,%sPost-ignition Purge
6306,26.42,1760.58,105.79,540.13,816.37,71.9,151.86,-9.68,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.42,%sPost-ignition Purge
6307,28.55,1760.58,105.92,540.15,816.41,71.9,151.86,-9.68,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.45,%sPost-ignition Purge
6308,26.14,1760.58,105.92,540.15,816.41,70.03,149.88,-9.69,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.48,%sPost-ignition Purge
6309,27.84,1760.58,105.92,540.15,816.41,70.03,149.88,-9.69,0,0,0,0,0,1,1,100,100,0.17,-0.19,8900.51,%sPost-ignition Purge
6310,23.69,1760.63,105.85,540.1,816.41,70.03,149.88,-9.69,0,0,0,0,0,1,1,100,100,0.17,-0.19,8900.53,%sPost-ignition Purge
6311,27.03,1760.63,105.85,540.1,816.33,68.01,148.22,-9.69,0,0,0,0,0,1,1,100,100,0.17,-0.19,8900.56,%sPost-ignition Purge
6312,21.47,1760.63,105.85,540.1,816.33,68.01,148.22,-9.66,0,0,0,0,0,1,1,100,100,0.17,-0.19,8900.58,%sPost-ignition Purge
6313,28.28,1760.84,105.85,540.1,816.33,68.01,148.22,-9.66,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.61,%sPost-ignition Purge
6314,24.71,1760.84,105.87,540.14,816.3,66.04,148.22,-9.66,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.63,%sPost-ignition Purge
6315,27.27,1760.84,105.87,540.14,816.3,66.04,146.38,-9.73,0,0,0,0,0,1,1,100,100,0.17,-0.18,8900.66,%sPost-ignition Purge
6316,22.68,1760.84,105.87,540.14,816.3,66.04,146.38,-9.73,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.68,%sPost-ignition Purge
6317,25.19,1760.93,105.86,540.14,816.3,66.04,146.38,-9.73,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.71,%sPost-ignition Purge
6318,24.81,1760.93,105.86,540.1,816.34,64.39,144.35,-9.75,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.73,%sPost-ignition Purge
6319,28.65,1760.93,105.86,540.1,816.34,64.39,144.35,-9.75,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.76,%sPost-ignition Purge
6320,26.26,1761.12,105.87,540.18,816.34,64.39,144.35,-9.75,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.79,%sPost-ignition Purge
6321,22.48,1761.12,105.87,540.18,816.38,64.39,144.35,-9.75,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.81,%sPost-ignition Purge
6322,23.32,1761.12,105.87,540.18,816.38,62.71,142.49,-9.77,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.83,%sPost-ignition Purge
6323,28.8,1761.35,105.87,540.18,816.38,62.71,142.49,-9.77,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.86,%sPost-ignition Purge
6324,25.93,1761.35,105.97,540.23,816.38,62.71,142.49,-9.77,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.89,%sPost-ignition Purge
6325,22.97,1761.35,105.97,540.23,816.38,61.01,140.66,-9.77,0,0,0,0,0,1,1,100,100,0.16,-0.18,8900.91,%sPost-ignition Purge
6326,23.96,1761.35,105.97,540.23,816.38,61.01,140.66,-9.78,0,0,0,0,0,1,1,100,100,0.15,-0.18,8900.93,%sPost-ignition Purge
6327,27.61,1761.35,105.97,540.24,816.35,61.01,140.66,-9.78,0,0,0,0,0,1,1,100,100,0.15,-0.18,8900.96,%sPost-ignition Purge
6328,22.22,1761.35,105.97,540.24,816.35,59.46,138.71,-9.78,0,0,0,0,0,1,1,100,100,0.15,-0.18,8900.98,%sPost-ignition Purge
6329,23.2,1761.35,105.97,540.24,816.35,59.46,138.71,-9.87,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.01,%sPost-ignition Purge
6330,25.81,1761.56,105.98,540.27,816.35,59.46,138.71,-9.87,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.03,%sPost-ignition Purge
6331,27.84,1761.56,105.98,540.27,816.34,57.78,136.86,-9.87,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.06,%sPost-ignition Purge
6332,28.12,1761.56,105.98,540.27,816.34,57.78,136.86,-9.8,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.09,%sPost-ignition Purge
6333,24.29,1761.59,105.98,540.27,816.34,57.78,136.86,-9.8,0,0,0,0,0,1,1,100,100,0.15,-0.18,8901.11,%sPost-ignition Purge
6334,25.57,1761.59,105.96,540.31,816.41,56.35,134.84,-9.8,0,0,0,0,0,1,1,100,100,0.15,-0.18,8901.14,%sPost-ignition Purge
6335,23.37,1761.59,105.96,540.31,816.41,56.35,134.84,-9.88,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.16,%sPost-ignition Purge
6336,22.81,1761.6,105.96,540.31,816.41,56.35,134.84,-9.88,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.18,%sPost-ignition Purge
6337,23.82,1761.6,105.88,540.27,816.41,56.35,134.84,-9.88,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.21,%sPost-ignition Purge
6338,25.82,1761.6,105.88,540.27,816.38,54.92,133.08,-9.88,0,0,0,0,0,1,1,100,100,0.15,-0.19,8901.23,%sPost-ignition Purge
6339,25.56,1761.72,105.88,540.27,816.38,54.92,133.08,-9.74,0,0,0,0,0,1,1,100,100,0.14,-0.19,8901.26,%sPost-ignition Purge
6340,28.89,1761.72,105.81,540.29,816.42,54.92,133.08,-9.74,0,0,0,0,0,1,1,100,100,0.14,-0.19,8901.29,%sPost-ignition Purge
6341,23.89,1761.72,105.81,540.29,816.42,53.54,131.34,-9.74,0,0,0,0,0,1,1,100,100,0.14,-0.19,8901.31,%sPost-ignition Purge
6342,23.62,1761.72,105.81,540.29,816.42,53.54,131.34,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.34,%sPost-ignition Purge
6343,23.94,1761.86,105.79,540.33,816.46,52.15,131.34,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.36,%sPost-ignition Purge
6344,31.54,1761.86,105.79,540.33,816.46,52.15,129.28,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.39,%sPost-ignition Purge
6345,26.86,1761.89,105.79,540.33,816.46,52.15,129.28,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.42,%sPost-ignition Purge
6346,26.89,1761.89,105.8,540.35,816.46,52.15,129.28,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.44,%sPost-ignition Purge
6347,24.47,1761.89,105.8,540.35,816.56,50.94,129.28,-9.77,0,0,0,0,0,1,1,100,100,0.14,-0.18,8901.47,%sPost-ignition Purge
6348,25.19,1761.89,105.8,540.35,816.56,50.94,127.43,-9.76,0,0,0,0,0,1,1,100,100,0.14,-0.19,8901.49,%sPost-ignition Purge
6349,24.76,1761.89,105.8,540.35,816.56,50.94,127.43,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.52,%sPost-ignition Purge
6350,28.71,1762.07,105.81,540.41,816.53,50.94,127.43,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.55,%sPost-ignition Purge
6351,29.25,1762.07,105.81,540.41,816.53,49.44,125.69,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.58,%sPost-ignition Purge
6352,24.8,1762.07,105.81,540.41,816.53,49.44,125.69,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.6,%sPost-ignition Purge
6353,26.03,1762.05,105.81,540.41,816.53,49.44,125.69,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.63,%sPost-ignition Purge
6354,24.85,1762.05,105.81,540.36,816.5,48.11,125.69,-9.76,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.65,%sPost-ignition Purge
6355,22.18,1762.05,105.81,540.36,816.5,48.11,123.87,-9.72,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.67,%sPost-ignition Purge
6356,24.28,1762.05,105.81,540.36,816.5,48.11,123.87,-9.72,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.7,%sPost-ignition Purge
6357,26.18,1761.98,105.76,540.34,816.5,48.11,123.87,-9.72,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.73,%sPost-ignition Purge
6358,24.3,1761.98,105.76,540.34,816.5,46.77,122.06,-9.72,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.75,%sPost-ignition Purge
6359,26.77,1761.98,105.76,540.34,816.5,46.77,122.06,-9.74,0,0,0,0,0,1,1,100,100,0.13,-0.19,8901.78,%sPost-ignition Purge
6360,23.56,1762.17,105.73,540.3,816.54,46.77,122.06,-9.74,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.8,%sPost-ignition Purge
6361,26.7,1762.17,105.73,540.3,816.54,45.31,120.16,-9.74,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.83,%sPost-ignition Purge
6362,25.12,1762.17,105.73,540.3,816.54,45.31,120.16,-9.69,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.85,%sPost-ignition Purge
6363,26,1762.17,105.73,540.3,816.54,45.31,120.16,-9.69,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.88,%sPost-ignition Purge
6364,28.1,1762.17,105.65,540.32,816.59,44.2,120.16,-9.69,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.91,%sPost-ignition Purge
6365,23.18,1762.17,105.65,540.32,816.59,44.2,118.37,-9.76,0,0,0,0,0,1,1,100,100,0.12,-0.19,8901.93,%sPost-ignition Purge
