Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,,,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State,,
161,23.02,1682.34,106.34,333.73,818.04,10.7,6.52,6.4,0,0,0,0,0,0,1,0,0,2.29,-0.06,11932.74,%sPre-ignition Purge,,
162,25.88,1682.34,106.34,333.73,818.04,12.4,8.03,6.36,0,0,0,0,0,0,1,0,0,2.29,-0.06,11932.77,%sPre-ignition Purge,,
163,28.58,1680.56,106.34,333.73,818.04,12.4,8.03,6.36,0,0,0,0,0,0,1,0,0,2.29,-0.06,11932.79,%sPre-ignition Purge,,
164,24.16,1680.56,106.79,334,818.03,12.4,8.03,6.36,0,0,0,0,0,0,1,0,0,2.29,-0.06,11932.82,%sPre-ignition Purge,,
165,25.08,1680.56,106.79,334,818.03,14.08,9.43,6.36,0,0,0,0,0,0,1,0,0,2.29,-0.06,11932.84,%sPre-ignition Purge,,
166,27.53,1680.56,106.79,334,818.03,14.08,9.43,6.34,0,0,0,0,0,0,1,0,0,2.29,-0.05,11932.87,%sPre-ignition Purge,,
167,26.65,1678.67,106.75,334,818.03,14.08,9.43,6.34,0,0,0,0,0,0,1,0,0,2.29,-0.05,11932.9,%sPre-ignition Purge,,
168,24.73,1678.67,106.75,333.94,818.03,14.08,9.43,6.34,0,0,0,0,0,0,1,0,0,2.29,-0.05,11932.92,%sPre-ignition Purge,,
169,29.54,1678.67,106.75,333.94,817.94,15.57,10.9,6.24,0,0,0,0,0,0,1,0,0,2.29,-0.05,11932.95,%sPre-ignition Purge,,
170,29.57,1678.94,106.75,333.94,817.94,15.57,10.9,6.24,0,0,0,0,0,0,1,0,0,2.29,-0.05,11932.98,%sPre-ignition Purge,,
171,25.46,1678.94,107.94,333.94,817.94,15.57,10.9,6.24,0,0,0,0,0,0,1,0,0,2.29,-0.05,11933.01,%sPre-ignition Purge,,
172,26.88,1678.94,107.94,334.91,818.92,15.57,10.9,6.24,0,0,0,0,0,0,1,0,0,2.29,-0.05,11933.03,%sPre-ignition Purge,,
173,28.63,1678.94,107.94,334.91,818.92,19.51,14.48,6.24,0,0,0,0,0,0,1,0,0,2.29,-0.05,11933.06,%sPre-ignition Purge,,
174,26.07,1677.85,107.94,334.91,818.92,19.51,14.48,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.03,11933.09,%sPre-ignition Purge,,
175,25.94,1677.85,108.18,334.91,818.92,19.51,14.48,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.03,11933.11,%sPre-ignition Purge,,
176,25.58,1677.85,108.18,334.96,819.18,19.51,14.48,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.03,11933.14,%sPre-ignition Purge,,
177,22.13,1677.85,108.18,334.96,819.18,21.9,16.79,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.03,11933.16,%sPre-ignition Purge,,
178,23,1677.85,108.18,334.96,819.18,21.9,16.79,8.92,0,0,0,0,0,0,1,0,0,2.3,0,11933.19,%sPre-ignition Purge,,
179,22.7,1676.86,108.18,334.96,819.18,21.9,16.79,8.92,0,0,0,0,0,0,1,0,0,2.3,0,11933.21,%sPre-ignition Purge,,
180,22.17,1676.86,108.37,334.97,819.43,24.16,16.79,8.92,0,0,0,0,0,0,1,0,0,2.3,0,11933.23,%sPre-ignition Purge,,
181,28.35,1676.86,108.37,334.97,819.43,24.16,19.06,9.69,0,0,0,0,0,0,1,0,0,2.3,0,11933.26,%sPre-ignition Purge,,
182,29.71,1676.86,108.37,334.97,819.43,24.16,19.06,9.69,0,0,0,0,0,0,1,0,0,2.31,0.02,11933.29,%sPre-ignition Purge,,
183,27.53,1675.81,108.68,335.16,819.43,24.16,19.06,9.69,0,0,0,0,0,0,1,0,0,2.31,0.02,11933.32,%sPre-ignition Purge,,
184,28.55,1675.81,108.68,335.16,819.73,24.16,19.06,9.69,0,0,0,0,0,0,1,0,0,2.31,0.02,11933.34,%sPre-ignition Purge,,
185,22.7,1675.81,108.68,335.16,819.73,26.53,21.46,9.69,0,0,0,0,0,0,1,0,0,2.31,0.02,11933.37,%sPre-ignition Purge,,
186,28.13,1674.89,108.68,335.16,819.73,26.53,21.46,10.55,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.39,%sPre-ignition Purge,,
187,28.18,1674.89,108.96,335.16,819.73,26.53,21.46,10.55,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.42,%sPre-ignition Purge,,
188,24.53,1674.89,108.96,335.21,819.73,26.53,21.46,10.55,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.45,%sPre-ignition Purge,,
189,23.1,1674.89,108.96,335.21,819.91,28.65,23.94,10.55,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.47,%sPre-ignition Purge,,
190,27.72,1674.89,108.96,335.21,819.91,28.65,23.94,11.27,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.5,%sPre-ignition Purge,,
191,28.17,1674.89,108.96,335.21,819.91,28.65,23.94,11.27,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.53,%sPre-ignition Purge,,
192,31.74,1673.34,109.02,335.26,819.91,28.65,23.94,11.27,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.56,%sPre-ignition Purge,,
193,26.21,1673.34,109.02,335.26,819.96,28.65,23.94,11.27,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.58,%sPre-ignition Purge,,
194,27.13,1673.34,109.02,335.26,819.96,30.14,25.92,11.27,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.61,%sPre-ignition Purge,,
195,27.75,1673.34,109.02,335.26,819.96,30.14,25.92,11.31,0,0,0,0,0,0,1,0,0,2.31,0.04,11933.64,%sPre-ignition Purge,,
196,32.86,1671.73,109.02,335.26,819.96,30.14,25.92,11.31,0,0,0,0,0,0,1,0,0,2.32,0.04,11933.67,%sPre-ignition Purge,,
197,32.2,1671.73,109.05,335.26,819.96,30.14,25.92,11.31,0,0,0,0,0,0,1,0,0,2.32,0.04,11933.7,%sPre-ignition Purge,,
198,24.8,1671.73,109.05,335.33,819.96,30.14,25.92,11.31,0,0,0,0,0,0,1,0,0,2.32,0.04,11933.73,%sPre-ignition Purge,,
199,26.1,1671.73,109.05,335.33,819.97,31.88,27.98,11.31,0,0,0,0,0,0,1,0,0,2.32,0.04,11933.76,%sPre-ignition Purge,,
200,25.72,1671.73,109.05,335.33,819.97,31.88,27.98,11.31,0,0,0,0,0,0,1,0,0,2.32,0.04,11933.78,%sPre-ignition Purge,,
201,29.22,1671.73,109.05,335.33,819.97,31.88,27.98,11.4,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.81,%sPre-ignition Purge,,
202,27.79,1670.22,109.05,335.33,819.97,31.88,27.98,11.4,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.84,%sPre-ignition Purge,,
203,28.72,1670.22,109.05,335.34,819.97,31.88,27.98,11.4,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.87,%sPre-ignition Purge,,
204,33.74,1670.22,109.05,335.34,820.02,33.78,27.98,11.4,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.9,%sPre-ignition Purge,,
205,37.78,1670.22,109.05,335.34,820.02,33.78,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.94,%sPre-ignition Purge,,
206,32.76,1670.22,109.05,335.34,820.02,33.78,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11933.97,%sPre-ignition Purge,,
207,31.65,1670.22,109.05,335.34,820.02,33.78,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11934,%sPre-ignition Purge,,
208,32.08,1668.22,108.22,335.34,820.02,33.78,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11934.03,%sPre-ignition Purge,,
209,44.53,1668.22,108.22,335.18,820.02,33.78,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11934.08,%sPre-ignition Purge,,
210,32.17,1668.22,108.22,335.18,820.05,35.76,30.06,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11934.11,%sPre-ignition Purge,,
211,32.65,1668.22,108.22,335.18,820.05,35.76,32.25,11.59,0,0,0,0,0,0,1,0,0,2.31,0.05,11934.14,%sPre-ignition Purge,,
212,29.85,1668.22,108.22,335.18,820.05,35.76,32.25,11.76,0,0,0,0,0,0,1,0,0,2.31,0.05,11934.17,%sPre-ignition Purge,,
213,23.61,1668.22,108.22,335.18,820.05,35.76,32.25,11.76,0,0,0,0,0,0,1,0,0,2.31,0.06,11934.2,%sPre-ignition Purge,,
214,28.23,1666.09,108.22,335.18,820.05,35.76,32.25,11.76,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.23,%sPre-ignition Purge,,
215,37.34,1666.09,108.28,335.18,820.05,35.76,32.25,11.76,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.26,%sPre-ignition Purge,,
216,26.65,1666.09,108.28,335.1,820.15,35.76,32.25,11.76,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.29,%sPre-ignition Purge,,
217,35.97,1666.09,108.28,335.1,820.15,38.44,32.25,11.76,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.33,%sPre-ignition Purge,,
218,26.74,1666.09,108.28,335.1,820.15,38.44,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.35,%sPre-ignition Purge,,
219,33.93,1666.09,108.28,335.1,820.15,38.44,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.39,%sPre-ignition Purge,,
220,23.65,1661.9,108.28,335.1,820.15,38.44,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.41,%sPre-ignition Purge,,
221,26.7,1661.9,107.32,335.1,820.15,38.44,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.44,%sPre-ignition Purge,,
222,49.9,1661.9,107.32,333.97,820.15,38.44,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.49,%sPre-ignition Purge,,
223,31.72,1661.9,107.32,333.97,819.25,39.19,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.52,%sPre-ignition Purge,,
224,25.1,1661.9,107.32,333.97,819.25,39.19,35.35,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.54,%sPre-ignition Purge,,
225,22.16,1661.9,107.32,333.97,819.25,39.19,36.76,11.93,0,0,0,0,0,0,1,0,0,2.32,0.06,11934.57,%sPre-ignition Purge,,
226,35.26,1661.9,107.32,333.97,819.25,39.19,36.76,10.27,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.6,%sPre-ignition Purge,,
227,35.77,1661.9,107.32,333.97,819.25,39.19,36.76,10.27,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.64,%sPre-ignition Purge,,
228,25.07,1658.81,107.25,333.97,819.25,39.19,36.76,10.27,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.66,%sOxidizer Fill,,
229,32.56,1658.81,107.25,333.87,819.25,39.19,36.76,10.27,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.69,%sOxidizer Fill,,
230,27.21,1658.81,107.25,333.87,819.03,42.57,36.76,10.27,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.72,%sOxidizer Fill,,
231,25.33,1658.81,107.25,333.87,819.03,42.57,40.42,9.61,0,0,0,0,0,0,1,0,0,2.31,0.04,11934.75,%sOxidizer Fill,,
232,26.12,1658.81,107.25,333.87,819.03,42.57,40.42,9.61,0,0,0,0,0,0,1,0,0,2.31,0.02,11934.77,%sOxidizer Fill,,
233,26.37,1657.67,107.25,333.87,819.03,42.57,40.42,9.61,0,0,0,0,0,0,1,0,0,2.3,0.02,11934.8,%sOxidizer Fill,,
234,31.12,1657.67,106.54,333.87,819.03,42.57,40.42,9.61,0,0,0,0,0,0,1,0,0,2.3,0.02,11934.83,%sOxidizer Fill,,
235,23.15,1657.67,106.54,354.58,819.03,42.57,40.42,9.61,0,0,0,0,0,0,1,0,0,2.3,0.02,11934.85,%sOxidizer Fill,,
236,25.6,1657.67,106.54,354.58,818.83,46.19,44.35,9.61,0,0,0,0,0,0,1,0,0,2.3,0.02,11934.88,%sOxidizer Fill,,
237,35.18,1657.67,106.54,354.58,818.83,46.19,44.35,8.98,0,0,0,0,0,0,1,0,0,2.3,-0.01,11934.91,%sOxidizer Fill,,
238,24.66,1657.13,106.54,354.58,818.83,46.19,44.35,8.98,0,0,0,0,0,0,1,0,0,2.3,-0.01,11934.94,%sOxidizer Fill,,
239,25.89,1657.13,106.21,354.58,818.83,46.19,44.35,8.98,0,0,0,0,0,0,1,0,0,2.3,-0.01,11934.97,%sOxidizer Fill,,
240,41.7,1657.13,106.21,375.11,818.52,46.19,44.35,8.98,0,0,0,0,0,0,1,0,0,2.3,-0.01,11935.01,%sOxidizer Fill,,
241,29.19,1657.13,106.21,375.11,818.52,49.28,44.35,8.98,0,0,0,0,0,0,1,0,0,2.3,-0.01,11935.04,%sOxidizer Fill,,
242,23.79,1657.13,106.21,375.11,818.52,49.28,47.84,8.2,0,0,0,0,0,0,1,0,0,2.3,-0.03,11935.06,%sOxidizer Fill,,
243,24.16,1657.03,106.21,375.11,818.52,49.28,47.84,8.2,0,0,0,0,0,0,1,0,0,2.3,-0.03,11935.08,%sOxidizer Fill,,
244,30.53,1657.03,106.14,396.01,818.52,49.28,47.84,8.2,0,0,0,0,0,0,1,0,0,2.3,-0.03,11935.11,%sOxidizer Fill,,
245,26.77,1657.03,106.14,396.01,818.48,53.05,51.46,8.2,0,0,0,0,0,0,1,0,0,2.3,-0.03,11935.14,%sOxidizer Fill,,
246,29.83,1657.03,106.14,396.01,818.48,53.05,51.46,8.2,0,0,0,0,0,0,1,0,0,2.3,-0.03,11935.17,%sOxidizer Fill,,
247,22.21,1657.03,106.14,396.01,818.48,53.05,51.46,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.02,11935.19,%sOxidizer Fill,,
248,25.78,1657.91,106.29,417.03,818.48,53.05,51.46,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.02,11935.22,%sOxidizer Fill,,
249,29.61,1657.91,106.29,417.03,818.65,57.21,51.46,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.02,11935.25,%sOxidizer Fill,,
250,32.6,1657.91,106.29,417.03,818.65,57.21,55.32,8.14,0,0,0,0,0,0,1,0,0,2.3,-0.02,11935.28,%sOxidizer Fill,,
251,24.4,1657.91,106.29,417.03,818.65,57.21,55.32,8.66,0,0,0,0,0,0,1,0,0,2.3,0,11935.31,%sOxidizer Fill,,
252,28.52,1659.12,106.29,417.03,818.65,57.21,55.32,8.66,0,0,0,0,0,0,1,0,0,2.31,0,11935.33,%sOxidizer Fill,,
253,27.62,1659.12,106.45,438.07,818.65,57.21,55.32,8.66,0,0,0,0,0,0,1,0,0,2.31,0,11935.36,%sOxidizer Fill,,
254,24.04,1659.12,106.45,438.07,818.8,60.93,55.32,8.66,0,0,0,0,0,0,1,0,0,2.31,0,11935.39,%sOxidizer Fill,,
255,25.8,1659.12,106.45,438.07,818.8,60.93,59.03,9.24,0,0,0,0,0,0,1,0,0,2.31,0,11935.41,%sOxidizer Fill,,
256,24.13,1659.12,106.45,438.07,818.8,60.93,59.03,9.24,0,0,0,0,0,0,1,0,0,2.31,0.02,11935.44,%sOxidizer Fill,,
257,22.23,1660.29,106.62,438.07,818.8,60.93,59.03,9.24,0,0,0,0,0,0,1,0,0,2.32,0.02,11935.46,%sOxidizer Fill,,
258,73.71,1660.29,106.62,459.16,818.8,60.93,59.03,9.24,0,0,0,0,0,0,1,0,0,2.32,0.02,11935.53,%sOxidizer Fill,,
259,30.46,1660.29,106.62,459.16,818.98,64.43,59.03,9.24,0,0,0,0,0,0,1,0,0,2.32,0.02,11935.56,%sOxidizer Fill Confirmation,,
260,27.4,1660.29,106.62,459.16,818.98,64.43,62.69,9.24,0,0,0,0,0,0,1,0,0,2.32,0.02,11935.59,%sOxidizer Fill Confirmation,,
261,25.57,1660.29,106.62,459.16,818.98,64.43,62.69,9.77,0,0,0,0,0,0,1,0,0,2.33,0.04,11935.62,%sOxidizer Fill Confirmation,,
262,27.17,1662.09,107.64,459.16,818.98,64.43,62.69,9.77,0,0,0,0,0,0,1,0,0,2.33,0.04,11935.64,%sOxidizer Fill Confirmation,,
263,23.23,1662.09,107.64,480.32,818.98,64.43,62.69,9.77,0,0,0,0,0,0,1,0,0,2.33,0.04,11935.67,%sOxidizer Fill Confirmation,,
264,26.41,1662.09,107.64,480.32,819.12,64.43,62.69,9.77,0,0,0,0,0,0,1,0,0,2.33,0.04,11935.69,%sOxidizer Fill Confirmation,,
265,26.34,1662.09,107.64,480.32,819.12,67.67,66.01,10.3,0,0,0,0,0,0,1,0,0,2.33,0.04,11935.72,%sOxidizer Fill Confirmation,,
266,36.77,1664.35,107.64,480.32,819.12,67.67,66.01,10.3,0,0,0,0,0,0,1,0,0,2.34,0.04,11935.76,%sOxidizer Fill Confirmation,,
267,27.62,1664.35,107.74,480.32,819.12,67.67,66.01,10.3,0,0,0,0,0,0,1,0,0,2.34,0.04,11935.78,%sOxidizer Fill Confirmation,,
268,29.29,1664.35,107.74,501.51,819.25,67.67,66.01,10.3,0,0,0,0,0,0,1,0,0,2.34,0.04,11935.81,%sOxidizer Fill Confirmation,,
269,27.83,1664.35,107.74,501.51,819.25,70.02,68.33,10.3,0,0,0,0,0,0,1,0,0,2.34,0.04,11935.84,%sOxidizer Fill Confirmation,,
270,25.83,1664.35,107.74,501.51,819.25,70.02,68.33,10.78,0,0,0,0,0,0,1,0,0,2.34,0.06,11935.87,%sOxidizer Fill Confirmation,,
271,28.74,1664.35,107.74,501.51,819.25,70.02,68.33,10.78,0,0,0,0,0,0,1,0,0,2.34,0.06,11935.89,%sOxidizer Fill Confirmation,,
272,26.48,1666.6,107.83,522.7,819.41,70.02,68.33,10.78,0,0,0,0,0,0,1,0,0,2.34,0.06,11935.92,%sOxidizer Fill Confirmation,,
273,34.38,1666.6,107.83,522.7,819.41,71.64,68.33,10.78,0,0,0,0,0,0,1,0,0,2.34,0.06,11935.96,%sOxidizer Fill Confirmation,,
274,21.63,1666.6,107.83,522.7,819.41,71.64,69.97,10.78,0,0,0,0,0,0,1,0,0,2.34,0.06,11935.98,%sOxidizer Fill Confirmation,,
275,25.08,1668.79,106.52,522.7,819.41,71.64,69.97,11.05,0,0,0,0,0,0,1,0,0,2.34,0.06,11936,%sOxidizer Fill Confirmation,,
276,41.07,1668.79,106.52,543.71,819.47,71.64,69.97,11.05,0,0,0,0,0,0,1,0,0,2.34,0.06,11936.04,%sOxidizer Fill Confirmation,,
277,23.97,1668.79,106.52,543.71,819.47,71.75,69.97,11.05,0,0,0,0,0,0,1,0,0,2.34,0.06,11936.07,%sOxidizer Fill Confirmation,,
278,26.22,1668.79,106.52,543.71,819.47,71.75,70.14,11.06,0,0,0,0,0,0,1,0,0,2.34,0.06,11936.09,%sOxidizer Fill Confirmation,,
279,22.64,1668.79,106.52,543.71,819.47,71.75,70.14,11.06,0,0,0,0,0,0,1,0,0,2.35,0.06,11936.12,%sOxidizer Fill Confirmation,,
280,21.72,1669.49,106.53,543.71,819.47,71.75,70.14,11.06,0,0,0,0,0,0,1,0,0,2.35,0.06,11936.14,%sOxidizer Fill Confirmation,,
281,25.06,1669.49,106.53,543.93,819.45,71.47,70.14,11.06,0,0,0,0,0,0,1,0,0,2.35,0.06,11936.16,%sOxidizer Fill Confirmation,,
282,28.4,1669.49,106.53,543.93,819.45,71.47,69.95,11.06,0,0,0,0,0,0,1,0,0,2.35,0.06,11936.19,%sOxidizer Fill Confirmation,,
283,23.51,1669.49,106.53,543.93,819.45,71.47,69.95,11.06,0,0,0,0,0,0,1,0,0,2.35,0.07,11936.21,%sOxidizer Fill Confirmation,,
284,26.23,1669.46,105.96,543.93,819.45,71.47,69.95,11.06,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.24,%sOxidizer Fill Confirmation,,
285,31.57,1669.46,105.96,544.16,819.45,71.47,69.95,11.06,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.27,%sOxidizer Fill Confirmation,,
286,25.6,1669.46,105.96,544.16,790.56,71.47,69.95,11.06,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.3,%sOxidizer Fill Confirmation,,
287,28.62,1669.46,105.96,544.16,790.56,72.18,70.31,11.04,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.33,%sOxidizer Fill Confirmation,,
288,32.99,1669.46,105.96,544.16,790.56,72.18,70.31,11.04,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.36,%sOxidizer Fill Confirmation,,
289,22.78,1669.02,105.96,544.16,790.56,72.18,70.31,11.04,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.38,%sOxidizer Fill Confirmation,,
290,25.61,1669.02,105.72,544,756.64,72.18,70.31,11.04,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.41,%sOxidizer Fill Confirmation,,
291,29.98,1669.02,105.72,544,756.64,73.38,70.31,11.04,0,0,0,0,0,0,1,0,0,2.36,0.07,11936.44,%sOxidizer Fill Confirmation,,
292,24.04,1669.02,105.72,544,756.64,73.38,71.88,10.67,0,0,0,0,0,0,1,0,0,2.36,0.06,11936.46,%sOxidizer Fill Confirmation,,
293,21.1,1669.02,105.72,544,756.64,73.38,71.88,10.67,0,0,0,0,0,0,1,0,0,2.36,0.06,11936.48,%sOxidizer Fill Confirmation,,
294,29.41,1668.53,105.65,543.85,756.64,73.38,71.88,10.67,0,0,0,0,0,0,1,0,0,2.36,0.06,11936.51,%sOxidizer Fill Confirmation,,
295,28.52,1668.53,105.65,543.85,721.04,73.38,71.88,10.67,0,0,0,0,0,0,1,0,0,2.36,0.06,11936.54,%sOxidizer Fill Confirmation,,
296,28.69,1668.53,105.65,543.85,721.04,75.51,74.03,10.25,0,0,0,0,0,0,1,0,0,2.36,0.06,11936.57,%sOxidizer Fill Confirmation,,
297,29.97,1668.53,105.65,543.85,721.04,75.51,74.03,10.25,0,0,0,0,0,0,1,0,0,2.36,0.05,11936.6,%sOxidizer Fill Confirmation,,
298,27.2,1668.53,105.65,543.85,721.04,75.51,74.03,10.25,0,0,0,0,0,0,1,0,0,2.37,0.05,11936.63,%sOxidizer Fill Confirmation,,
299,28.25,1667.9,105.56,543.67,721.04,75.51,74.03,10.25,0,0,0,0,0,0,1,0,0,2.37,0.05,11936.66,%sOxidizer Fill Confirmation,,
300,32.04,1667.9,105.56,543.67,684.83,78.92,74.03,10.25,0,0,0,0,0,0,1,0,0,2.37,0.05,11936.69,%sOxidizer Fill Confirmation,,
301,24.15,1667.9,105.56,543.67,684.83,78.92,77.27,9.82,0,0,0,0,0,0,1,0,0,2.37,0.05,11936.71,%sOxidizer Fill Confirmation,,
302,27.18,1667.9,105.56,543.67,684.83,78.92,77.27,9.82,0,0,0,0,0,0,1,0,0,2.37,0.03,11936.74,%sOxidizer Fill Confirmation,,
303,28.49,1667.9,105.56,543.67,684.83,78.92,77.27,9.82,0,0,0,0,0,0,1,0,0,2.38,0.03,11936.77,%sOxidizer Fill Confirmation,,
304,28.06,1667.69,105.48,543.56,684.83,78.92,77.27,9.82,0,0,0,0,0,0,1,0,0,2.38,0.03,11936.8,%sOxidizer Fill Confirmation,,
305,23.76,1667.69,105.48,543.56,684.83,78.92,77.27,9.82,0,0,0,0,0,0,1,0,0,2.38,0.03,11936.82,%sOxidizer Fill Confirmation,,
306,26.08,1667.69,105.48,543.56,647.61,83.26,77.27,9.82,0,0,0,0,0,0,1,0,0,2.38,0.03,11936.84,%sOxidizer Fill Confirmation,,
307,25.5,1667.69,105.48,543.56,647.61,83.26,81.55,9.82,0,0,0,0,0,0,1,0,0,2.38,0.03,11936.87,%sOxidizer Fill Confirmation,,
308,23.73,1667.69,105.48,543.56,647.61,83.26,81.55,9.24,0,0,0,0,0,0,1,0,0,2.38,0.02,11936.89,%sOxidizer Fill Confirmation,,
309,29.09,1667.18,105.26,543.56,647.61,83.26,81.55,9.24,0,0,0,0,0,0,1,0,0,2.38,0.02,11936.92,%sOxidizer Fill Confirmation,,
310,34.4,1667.18,105.26,543.42,609.03,89.22,81.55,9.24,0,0,0,0,0,0,1,0,0,2.38,0.02,11936.96,%sOxidizer Fill Confirmation,,
311,30.65,1667.18,105.26,543.42,609.03,89.22,87.26,9.24,0,0,0,0,0,0,1,0,0,2.38,0.02,11936.99,%sOxidizer Fill Confirmation,,
312,27.63,1667.18,105.26,543.42,609.03,89.22,87.26,8.83,0,0,0,0,0,0,1,0,0,2.41,0.01,11937.02,%sOxidizer Fill Confirmation,,
313,24.86,1666.75,105.19,543.42,609.03,89.22,87.26,8.83,0,0,0,0,0,0,1,0,0,2.41,0.01,11937.04,%sOxidizer Fill Confirmation,,
314,26.18,1666.75,105.19,543.32,609.03,89.22,87.26,8.83,0,0,0,0,0,0,1,0,0,2.41,0.01,11937.07,%sOxidizer Fill Confirmation,,
315,26.94,1666.75,105.19,543.32,568.32,96.78,87.26,8.83,0,0,0,0,0,0,1,0,0,2.41,0.01,11937.09,%sOxidizer Fill Confirmation,,
316,25.44,1666.75,105.19,543.32,568.32,96.78,94.77,8.34,0,0,0,0,0,0,1,0,0,2.41,-0.01,11937.12,%sOxidizer Fill Confirmation,,
317,35.33,1666.2,105.19,543.32,568.32,96.78,94.77,8.34,0,0,0,0,0,0,1,0,0,2.43,-0.01,11937.15,%sOxidizer Fill Confirmation,,
318,23.8,1666.2,104.99,543.23,568.32,96.78,94.77,8.34,0,0,0,0,0,0,1,0,0,2.43,-0.01,11937.18,%sOxidizer Fill Confirmation,,
319,22.96,1666.2,104.99,543.23,526.6,105.21,103.03,8.34,0,0,0,0,0,0,1,0,0,2.43,-0.01,11937.2,%sOxidizer Fill Confirmation,,
320,25.27,1666.2,104.99,543.23,526.6,105.21,103.03,8.01,0,0,0,0,0,0,1,0,0,2.43,-0.01,11937.23,%sOxidizer Fill Confirmation,,
321,30.29,1666.2,104.99,543.23,526.6,105.21,103.03,8.01,0,0,0,0,0,0,1,0,0,2.43,-0.01,11937.26,%sOxidizer Fill Confirmation,,
322,21.92,1666.22,106.17,543.23,526.6,105.21,103.03,8.01,0,0,0,0,0,0,1,0,0,2.45,-0.01,11937.28,%sOxidizer Fill Confirmation,,
323,27.72,1666.22,106.17,543.23,483.62,115.62,103.03,8.01,0,0,0,0,0,0,1,0,0,2.45,-0.01,11937.31,%sOxidizer Fill Confirmation,,
324,24.83,1666.22,106.17,543.23,483.62,115.62,103.03,8.01,0,0,0,0,0,0,1,0,0,2.45,-0.01,11937.33,%sOxidizer Fill Confirmation,,
325,23.3,1666.22,106.17,543.23,483.62,115.62,113.29,8.01,0,0,0,0,0,0,1,0,0,2.45,-0.01,11937.35,%sOxidizer Fill Confirmation,,
326,23.29,1666.22,106.17,543.23,483.62,115.62,113.29,7.99,0,0,0,0,0,0,1,0,0,2.45,-0.02,11937.38,%sOxidizer Fill Confirmation,,
327,28.93,1665.91,106.7,543.22,483.62,115.62,113.29,7.99,0,0,0,0,0,0,1,0,0,2.49,-0.02,11937.41,%sOxidizer Fill Confirmation,,
328,26.83,1665.91,106.7,543.22,439.77,115.62,113.29,7.99,0,0,0,0,0,0,1,0,0,2.49,-0.02,11937.43,%sOxidizer Fill Confirmation,,
